RxnID,Pathway,fasta_id,smiles,pred_log10[kcat(s^-1)],pred_log10[Km(mM)],pred_log10[kcat/Km(s^-1mM^-1)]
SSNOh,Butanoate metabolism,A0A2K3DI27_wild,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,1.190678835,-0.709990501,1.444689035
SSNOh,Butanoate metabolism,A0A2K3DI27_wild,C(CC(=O)O)C=O,0.59580195,-0.310176969,0.728293955
SSNOm,Butanoate metabolism,A0A2K3DI27_wild,O,1.864124656,0.094201602,1.242417693
SSNOm,Butanoate metabolism,A0A2K3DI27_wild,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,1.190678835,-0.709990501,1.444689035
SSNOm,Butanoate metabolism,A0A2K3DI27_wild,C(CC(=O)O)C=O,0.59580195,-0.310176969,0.728293955
HBCHLR_REV,Butanoate metabolism,A0A2K3E1B3_wild,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,0.93966043,-1.540048718,1.462773204
HBCHLR_REV,Butanoate metabolism,A0A2K3E1B3_wild,O,1.953624129,-0.032067578,1.153300762
HBCO_nadp_REV,Butanoate metabolism,A0A2K3D509_wild,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,-0.37530762,-1.339964032,0.874279976
HBCO_nadp_REV,Butanoate metabolism,A0A2K3D509_wild,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N,-0.184709296,-0.755290508,0.665432036
HBCO_nadp_m_REV,Butanoate metabolism,A0A2K3D509_wild,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,-0.37530762,-1.339964032,0.874279976
HBCO_nadp_m_REV,Butanoate metabolism,A0A2K3D509_wild,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N,-0.184709296,-0.755290508,0.665432036
HBNOm_REV,Butanoate metabolism,A0A2K3DLE1_wild,CC(=O)CC(=O)[O-],0.995477676,-0.234739929,0.870289922
HBNOm_REV,Butanoate metabolism,A0A2K3DLE1_wild,[H+],1.549498439,0.184560552,1.038332701
HBNOm_REV,Butanoate metabolism,A0A2K3DLE1_wild,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,1.043307066,-1.876407027,2.230449438
HBNOx_REV,Butanoate metabolism,A0A2K3DLE1_wild,CC(=O)CC(=O)[O-],0.995477676,-0.234739929,0.870289922
HBNOx_REV,Butanoate metabolism,A0A2K3DLE1_wild,[H+],1.549498439,0.184560552,1.038332701
HBNOx_REV,Butanoate metabolism,A0A2K3DLE1_wild,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,1.043307066,-1.876407027,2.230449438
arm_HBCHL,Butanoate metabolism,A0A2K3CS97_wild,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,1.296200752,-2.026735783,2.691430569
arm_HBCHL,Butanoate metabolism,A0A2K3E1B3_wild,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,0.944182694,-1.518491983,1.432573557
arm_HBCHLm,Butanoate metabolism,A0A2K3CS97_wild,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,1.296200752,-2.026735783,2.691430569
arm_HBCHLm,Butanoate metabolism,A0A2K3DC00_wild,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,0.293412596,-1.998622894,1.747281671
arm_HBCHLm,Butanoate metabolism,A8IRX0_wild,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,0.447222143,-1.778118134,1.807065248
arm_HBCOm,Butanoate metabolism,A0A2K3CS97_wild,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,1.296200752,-2.026735783,2.691430569
arm_HBCOm,Butanoate metabolism,A0A2K3CS97_wild,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,1.524069667,-1.28091073,2.430860281
arm_HBCOm,Butanoate metabolism,A8IRX0_wild,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,0.447222143,-1.778118134,1.807065248
arm_HBCOm,Butanoate metabolism,A8IRX0_wild,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,0.732104123,-1.180744886,1.665366411
arm_HBCHL_REV,Butanoate metabolism,A0A2K3CS97_wild,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1.274828672,-2.066994667,2.753063917
arm_HBCHL_REV,Butanoate metabolism,A0A2K3CS97_wild,O,2.159112453,-0.425760984,2.215360165
arm_HBCHL_REV,Butanoate metabolism,A0A2K3E1B3_wild,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,0.93966043,-1.540048718,1.462773204
arm_HBCHL_REV,Butanoate metabolism,A0A2K3E1B3_wild,O,1.953624129,-0.032067578,1.153300762
arm_HBCHLm_REV,Butanoate metabolism,A0A2K3CS97_wild,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1.274828672,-2.066994667,2.753063917
arm_HBCHLm_REV,Butanoate metabolism,A0A2K3CS97_wild,O,2.159112453,-0.425760984,2.215360165
arm_HBCHLm_REV,Butanoate metabolism,A0A2K3DC00_wild,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,0.281155527,-2.012179852,1.778247476
arm_HBCHLm_REV,Butanoate metabolism,A0A2K3DC00_wild,O,1.38884294,-0.523055613,1.522048473
arm_HBCHLm_REV,Butanoate metabolism,A8IRX0_wild,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,0.432281345,-1.819214225,1.838233232
arm_HBCHLm_REV,Butanoate metabolism,A8IRX0_wild,O,1.456944704,-0.272905886,1.573025227
ALCD19,Glycerolipid metabolism,A0A2K3DEH4_wild,C([C@H](C=O)O)O,0.963584721,0.76773876,0.398037165
ALCD19,Glycerolipid metabolism,A0A2K3DEH4_wild,[H+],1.620221853,0.423197418,1.074726105
ALCD19,Glycerolipid metabolism,A0A2K3DEH4_wild,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,0.904080391,-1.796923995,2.249189854
ALCD19y,Glycerolipid metabolism,A0A2K3DEH4_wild,C([C@H](C=O)O)O,0.963584721,0.76773876,0.398037165
ALCD19y,Glycerolipid metabolism,A0A2K3DEH4_wild,[H+],1.620221853,0.423197418,1.074726105
ALCD19y,Glycerolipid metabolism,A0A2K3DEH4_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,1.086906672,-1.628275871,2.293232441
GLYALDOR,Glycerolipid metabolism,A0A2K3D399_wild,C([C@H](C(=O)O)O)O,0.175480396,-0.321761429,0.676390886
GLYALDOR,Glycerolipid metabolism,A0A2K3D399_wild,[H+],1.062973976,-0.579687238,1.476618528
GLYALDOR,Glycerolipid metabolism,A0A2K3D399_wild,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,0.448400438,-2.189690351,2.357686996
ACPT16018111Z,Glycerolipid metabolism,Q6DN05_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.076121129,-1.203601837,0.958919644
ACPT16018111Z,Glycerolipid metabolism,Q6DN05_wild,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,-0.211374834,-1.427442074,1.095343709
ACPT1601819Z,Glycerolipid metabolism,Q6DN05_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,0.005903139,-1.197828531,1.01775229
ACPT1601819Z,Glycerolipid metabolism,Q6DN05_wild,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,-0.211374834,-1.427442074,1.095343709
ACPT18111Z18111Z,Glycerolipid metabolism,Q6DN05_wild,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,0.021713417,-1.184954405,1.056166887
ACPT18111Z18111Z,Glycerolipid metabolism,Q6DN05_wild,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,-0.211374834,-1.427442074,1.095343709
ACPT18111Z1819Z,Glycerolipid metabolism,Q6DN05_wild,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,0.054653309,-1.15600431,1.073979259
ACPT18111Z1819Z,Glycerolipid metabolism,Q6DN05_wild,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,-0.211374834,-1.427442074,1.095343709
ACPT1819Z18111Z,Glycerolipid metabolism,Q6DN05_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.05531127,-1.303867698,1.060153127
ACPT1819Z18111Z,Glycerolipid metabolism,Q6DN05_wild,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,-0.211374834,-1.427442074,1.095343709
ACPT1819Z1819Z,Glycerolipid metabolism,Q6DN05_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.047356475,-1.272145748,1.074653387
ACPT1819Z1819Z,Glycerolipid metabolism,Q6DN05_wild,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,-0.211374834,-1.427442074,1.095343709
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCC/C=C\C/C=C\CCCCC,1.077202916,-2.685845613,2.326477051
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,1.064813375,-2.432117462,2.418567181
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,O=O,1.058802485,-2.072975636,2.015945673
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCC/C=C\C/C=C\CCCCC,0.722669482,-2.543681145,2.084729195
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,0.771763265,-2.15124774,2.11893177
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,O=O,0.768349051,-1.936388612,1.85402751
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCC/C=C\C/C=C\CCCCC,0.535711408,-2.646109581,2.052087069
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,0.464075714,-2.342596769,2.03883338
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,O=O,0.537731409,-1.965953469,1.65201354
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ23_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCC/C=C\C/C=C\CCCCC,1.034537792,-2.579684258,2.133048296
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ23_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,1.018737197,-2.293547392,2.223756313
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ23_wild,O=O,0.975109458,-1.921997309,1.850872755
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ24_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCC/C=C\C/C=C\CCCCC,1.440226316,-2.617886066,2.430241346
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ24_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,1.526150465,-2.361738205,2.588181257
DGDGD4DS1819Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ24_wild,O=O,1.439333439,-2.030860424,2.160542011
DGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCC/C=C\C/C=C\CCCCC,1.068804622,-2.579149723,2.260663986
DGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,1.064813375,-2.432117462,2.418567181
DGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,O=O,1.058802485,-2.072975636,2.015945673
DGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCC/C=C\C/C=C\CCCCC,0.69325453,-2.446290731,2.017115116
DGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,0.771763265,-2.15124774,2.11893177
DGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,O=O,0.768349051,-1.936388612,1.85402751
DGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCC/C=C\C/C=C\CCCCC,0.51765275,-2.542248487,1.985136271
DGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,0.464075714,-2.342596769,2.03883338
DGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,O=O,0.537731409,-1.965953469,1.65201354
