RxnID,Pathway,fasta_id,smiles,pred_log10[kcat(s^-1)],pred_log10[Km(mM)],pred_log10[kcat/Km(s^-1mM^-1)]
NTD1,Pyrimidine metabolism,A0A2K3DV71_wild,O,-0.639508724,-0.775533915,-0.563954651
NTD1,Pyrimidine metabolism,A0A2K3DVK5_wild,O,1.790811181,-0.263372511,1.144142747
NTD1,Pyrimidine metabolism,A0A2K3DWM0_wild,O,0.677558482,-0.7919209,0.710161388
PLDAGAT1601819Z18111Z1,Glycerolipid metabolism,A0A2K3E2G5_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,0.238042071,-1.802229881,1.224108338
PLDAGAT1601819Z18111Z1,Glycerolipid metabolism,A0A2K3E2G5_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,0.075964838,-2.150913715,1.168073893
PLDAGAT1601819Z1819Z2,Glycerolipid metabolism,Q9FYU1_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,0.288809866,-1.183649898,1.051802993
PLDAGAT1601819Z1819Z2,Glycerolipid metabolism,Q9FYU1_wild,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,0.191681415,-1.402533054,1.035706162
PLDAGAT1801819Z18111Z2,Glycerolipid metabolism,A0A2K3DZP9_wild,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.661706209,-1.984161019,0.993400276
PLDAGAT1801819Z18111Z2,Glycerolipid metabolism,A0A2K3DZP9_wild,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.675766766,-2.275033951,1.047960043
PLDAGAT18111Z18111Z18111Z1,Glycerolipid metabolism,A0A2K3E729_wild,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,0.928644955,-1.493449688,1.858682275
PLDAGAT18111Z18111Z18111Z1,Glycerolipid metabolism,A0A2K3E729_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,0.85607034,-1.863633871,1.872214675
PLDAGAT18111Z1819Z18111Z1,Glycerolipid metabolism,A0A2K3DTR3_wild,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,1.187745214,-0.915953755,2.16945076
PLDAGAT18111Z1819Z18111Z1,Glycerolipid metabolism,A0A2K3DTR3_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,0.931277633,-1.233721614,2.085256815
PLDAGAT1819Z18111Z18111Z3,Glycerolipid metabolism,A0A2K3CWP3_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.198095232,-2.266463757,1.338098764
PLDAGAT1819Z18111Z18111Z3,Glycerolipid metabolism,A0A2K3CWP3_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.219730526,-2.522771358,1.379475594
PLDAGAT1819Z1819Z18111Z1,Glycerolipid metabolism,A0A2K3CY11_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.08076857,-0.880386174,0.769041598
PLDAGAT1819Z1819Z18111Z1,Glycerolipid metabolism,A0A2K3CY11_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,-0.062432062,-1.125417113,0.796341538
PLDAGAT1819Z1819Z18111Z2,Glycerolipid metabolism,A0A2K3DW75_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,-1.407595038,-1.365727425,0.095148146
PLDAGAT1819Z1819Z18111Z2,Glycerolipid metabolism,A0A2K3DW75_wild,CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCC/C=C\CCCCCC,-1.463837147,-1.569420576,0.075013183
